,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,banda aceh,16.1194,16.1194,44.6,65,0,4.61,NO,1618862027
362,banda aceh,35.8601,35.8601,58.87,91,100,8.1,KE,1618862027
363,banda aceh,74.523,74.523,11.73,93,100,15.84,RU,1618862028
364,banda aceh,-97.95,-97.95,81.0,44,39,11.99,MX,1618862028
365,banda aceh,-24.4956,-24.4956,74.41,71,49,13.82,CV,1618862028
366,banda aceh,22.55,22.55,45.0,87,0,2.3,RO,1618862029
367,banda aceh,71.3667,71.3667,55.4,54,90,8.95,KZ,1618862029
368,banda aceh,4.7077,4.7077,96.94,19,92,6.26,NG,1618862030
369,banda aceh,17.3257,17.3257,36.0,80,0,2.3,SE,1618862030
370,banda aceh,5.328,5.328,50.0,71,0,3.44,NO,1618862031
371,banda aceh,62.9137,62.9137,71.29,26,34,3.18,TM,1618862031
372,banda aceh,55.4107,55.4107,74.88,19,9,4.05,IR,1618862031
373,banda aceh,31.9703,31.9703,43.11,85,95,9.91,RU,1618862032
374,banda aceh,24.1833,24.1833,67.91,92,100,4.16,CD,1618862032
375,banda aceh,87.6005,87.6005,55.4,54,0,4.47,CN,1618862033
376,banda aceh,20.2263,20.2263,62.55,53,100,17.09,LY,1618862033
377,banda aceh,13.0282,13.0282,48.99,74,25,7.99,IT,1618862033
378,banda aceh,-93.4003,-93.4003,39.0,32,1,16.11,CA,1618861997
379,banda aceh,119.4706,119.4706,83.01,69,100,3.87,PH,1618862034
380,banda aceh,-149.15,-149.15,84.2,70,20,3.44,PF,1618862034
381,banda aceh,-3.9836,-3.9836,86.13,9,0,10.4,ML,1618862035
382,banda aceh,128.8419,128.8419,59.49,56,0,9.08,JP,1618862035
383,banda aceh,-84.5333,-84.5333,68.0,32,75,13.8,US,1618861740
384,banda aceh,-99.8901,-99.8901,82.4,47,1,8.05,MX,1618861884
385,banda aceh,29.4648,29.4648,57.76,37,17,6.8,ZA,1618862036
386,banda aceh,-117.136,-117.136,41.0,42,20,9.22,CA,1618862036
387,banda aceh,22.9573,22.9573,54.0,50,1,1.99,GR,1618862037
388,banda aceh,-73.3579,-73.3579,62.01,41,1,9.22,US,1618862037
389,banda aceh,175.5153,175.5153,60.8,72,40,18.41,NZ,1618862038
390,banda aceh,124.2928,124.2928,75.0,84,100,4.0,PH,1618862038
391,banda aceh,152.4333,152.4333,80.62,80,99,6.26,PG,1618862038
392,banda aceh,79.1667,79.1667,24.33,39,1,9.71,RU,1618862039
393,banda aceh,114.5636,114.5636,62.38,88,100,1.68,CN,1618862039
394,banda aceh,67.7144,67.7144,35.11,64,100,22.66,KZ,1618862039
395,banda aceh,130.9889,130.9889,48.2,71,0,5.75,AU,1618862040
396,banda aceh,52.7972,52.7972,37.92,49,37,12.06,RU,1618862040
397,banda aceh,-66.3356,-66.3356,79.14,45,17,17.67,AR,1618862041
398,banda aceh,26.6876,26.6876,85.53,8,6,9.13,SD,1618862041
399,banda aceh,36.1153,36.1153,78.01,62,100,3.0,SY,1618862042
400,banda aceh,45.4654,45.4654,31.26,76,3,5.93,RU,1618862042
401,banda aceh,69.151,69.151,74.46,43,100,11.03,PK,1618862042
402,banda aceh,44.2833,44.2833,78.06,75,100,6.78,MG,1618862043
403,banda aceh,-72.225,-72.225,95.0,28,40,23.02,VE,1618862043
404,banda aceh,127.5333,127.5333,32.0,27,0,13.42,RU,1618862043
405,banda aceh,86.5054,86.5054,80.51,86,33,7.92,IN,1618862044
406,banda aceh,102.6475,102.6475,81.0,100,77,4.45,TH,1618862044
407,banda aceh,-79.5197,-79.5197,86.0,70,40,6.91,PA,1618861798
408,banda aceh,74.8861,74.8861,82.4,78,20,4.61,IN,1618862045
409,banda aceh,29.0864,29.0864,41.0,60,0,6.91,NO,1618862045
410,banda aceh,25.5833,25.5833,61.75,37,0,8.55,BW,1618862046
411,banda aceh,-27.0667,-27.0667,66.2,72,40,12.08,PT,1618862051
412,banda aceh,-121.9166,-121.9166,55.4,71,75,9.22,US,1618861824
413,banda aceh,-68.8272,-68.8272,82.4,44,40,5.75,AR,1618861814
414,banda aceh,-74.2302,-74.2302,69.8,32,75,8.05,CO,1618861931
415,banda aceh,31.5498,31.5498,50.0,71,0,2.06,UA,1618862052
416,banda aceh,118.8077,118.8077,25.99,36,90,3.44,RU,1618862053
417,banda aceh,30.222,30.222,42.8,56,0,3.44,RU,1618862053
418,banda aceh,-9.5982,-9.5982,66.2,68,0,9.22,MA,1618861892
419,banda aceh,1.3862,1.3862,46.99,76,5,5.14,GB,1618862054
420,banda aceh,80.4667,80.4667,80.83,15,0,7.54,IN,1618862054
421,banda aceh,140.7667,140.7667,51.8,100,75,11.5,AU,1618862055
422,banda aceh,-114.1632,-114.1632,41.0,66,78,5.01,US,1618862055
423,banda aceh,-48.2958,-48.2958,75.85,57,95,3.31,BR,1618862055
424,banda aceh,-40.2925,-40.2925,80.01,88,75,10.36,BR,1618862056
425,banda aceh,-72.6509,-72.6509,86.0,74,23,5.75,BR,1618862056
426,banda aceh,118.9636,118.9636,47.41,25,89,4.76,CN,1618862057
427,banda aceh,-101.865,-101.865,28.4,64,75,13.8,CA,1618862057
428,banda aceh,37.8879,37.8879,47.98,85,99,8.37,RU,1618862058
429,banda aceh,-127.1743,-127.1743,51.8,30,1,9.22,CA,1618862058
430,banda aceh,3.9054,3.9054,43.0,78,47,1.01,FR,1618862058
431,banda aceh,139.5,139.5,71.6,33,11,6.91,AU,1618862059
432,banda aceh,106.1,106.1,79.39,81,100,3.13,VN,1618862059
433,banda aceh,-82.7536,-82.7536,86.0,62,90,12.66,CU,1618862059
434,banda aceh,72.642,72.642,83.68,71,33,8.5,IN,1618862060
435,banda aceh,-77.8487,-77.8487,86.0,70,20,19.57,JM,1618862060
436,banda aceh,148.2167,148.2167,44.6,100,90,1.14,AU,1618862061
437,banda aceh,114.1919,114.1919,65.75,96,98,1.25,CN,1618862061
438,banda aceh,4.6736,4.6736,52.0,80,16,1.01,NL,1618862062
439,banda aceh,-68.5145,-68.5145,23.0,74,75,5.75,CA,1618862062
440,banda aceh,140.3,140.3,55.4,47,20,4.61,JP,1618862062
441,banda aceh,32.907,32.907,91.27,20,97,11.99,EG,1618862063
442,banda aceh,-77.8333,-77.8333,72.12,74,98,9.22,PE,1618862063
443,banda aceh,8.6336,8.6336,53.6,43,0,2.3,IT,1618862064
444,banda aceh,78.25,78.25,83.28,19,31,7.05,IN,1618862064
445,banda aceh,139.9,139.9,5.16,97,100,0.4,RU,1618862065
446,banda aceh,-57.7528,-57.7528,78.8,94,75,1.14,BR,1618862065
447,banda aceh,72.9667,72.9667,82.58,65,11,4.76,MV,1618862065
448,banda aceh,2.6036,2.6036,84.2,79,20,9.22,BJ,1618862066
449,banda aceh,-59.7833,-59.7833,83.7,54,91,7.74,GY,1618862066
450,banda aceh,-80.6094,-80.6094,32.0,80,90,10.36,CA,1618862066
451,banda aceh,47.6542,47.6542,57.2,77,100,3.44,AZ,1618862067
452,banda aceh,132.5,132.5,50.86,52,0,9.08,JP,1618862068
453,banda aceh,148.1833,148.1833,44.01,82,14,4.76,AU,1618862068
454,banda aceh,104.7167,104.7167,57.4,90,100,2.01,CN,1618862068
455,banda aceh,106.6861,106.6861,52.23,61,100,3.74,CN,1618862069
456,banda aceh,-122.6762,-122.6762,72.0,30,40,14.97,US,1618861908
457,banda aceh,-73.75,-73.75,83.23,64,38,15.32,HT,1618862069
458,banda aceh,96.37,96.37,25.97,94,100,4.99,RU,1618862070
459,banda aceh,-9.4895,-9.4895,96.58,11,3,3.06,ML,1618862070
460,banda aceh,-89.8275,-89.8275,91.4,35,20,10.33,SV,1618862071
461,banda aceh,45.0761,45.0761,80.6,78,90,8.05,YT,1618862071
462,banda aceh,-120.4579,-120.4579,59.0,76,1,14.97,US,1618862077
463,banda aceh,24.6028,24.6028,57.2,47,0,6.91,ZA,1618862077
464,banda aceh,6.8962,6.8962,48.99,67,18,1.99,CH,1618862077
465,banda aceh,-21.9206,-21.9206,32.0,95,99,10.0,IS,1618862078
466,banda aceh,-48.555,-48.555,73.02,96,100,2.8,BR,1618862078
467,banda aceh,40.5756,40.5756,55.0,95,100,5.91,RU,1618862079
468,banda aceh,-8.4167,-8.4167,93.76,12,7,3.51,ML,1618862079
469,banda aceh,59.9303,59.9303,23.0,58,0,2.64,RU,1618862079
470,banda aceh,153.6167,153.6167,57.0,100,3,4.94,AU,1618862080
471,banda aceh,171.2132,171.2132,51.01,63,10,5.12,NZ,1618862080
472,banda aceh,-38.9658,-38.9658,80.76,64,100,9.55,BR,1618862080
473,banda aceh,125.5167,125.5167,2.5,97,96,5.03,RU,1618862081
474,banda aceh,128.05,128.05,31.64,41,0,6.29,CN,1618862081
475,banda aceh,104.8887,104.8887,77.5,87,100,2.62,KH,1618862082
476,banda aceh,61.5186,61.5186,28.65,62,100,6.26,RU,1618862082
477,banda aceh,169.15,169.15,44.01,90,5,1.01,NZ,1618862083
478,banda aceh,103.023,103.023,45.73,99,100,0.74,CN,1618862083
479,banda aceh,170.3133,170.3133,10.92,86,22,7.58,RU,1618862083
480,banda aceh,138.1667,138.1667,30.7,94,100,11.92,RU,1618862084
481,banda aceh,17.691,17.691,62.11,64,5,3.69,AO,1618862084
482,banda aceh,-106.3131,-106.3131,23.0,86,90,13.8,US,1618862085
483,banda aceh,-90.6439,-90.6439,92.12,45,87,4.12,MX,1618862085
484,banda aceh,141.4333,141.4333,59.0,41,100,6.91,AU,1618862086
485,banda aceh,-67.0892,-67.0892,84.2,74,40,8.05,BR,1618862086
486,banda aceh,160.7034,160.7034,78.42,87,75,3.94,SB,1618862087
487,banda aceh,28.6822,28.6822,87.08,38,100,4.88,SS,1618862087
488,banda aceh,73.1,73.1,83.66,71,18,4.68,MV,1618862088
489,banda aceh,14.8667,14.8667,68.07,98,100,2.28,CD,1618862088
490,banda aceh,-4.0829,-4.0829,48.0,82,100,1.99,GB,1618862088
491,banda aceh,57.7625,57.7625,77.0,94,40,3.44,MU,1618862089
492,banda aceh,18.3353,18.3353,90.34,8,10,7.11,TD,1618862089
493,banda aceh,-12.35,-12.35,83.39,67,80,4.27,SL,1618862090
494,banda aceh,-63.8628,-63.8628,80.47,69,80,21.85,VE,1618862090
495,banda aceh,135.8833,135.8833,27.36,61,98,15.46,RU,1618862090
496,banda aceh,164.2833,164.2833,76.3,86,19,8.5,NC,1618862091
497,banda aceh,39.1496,39.1496,46.4,81,0,11.18,RU,1618862091
498,banda aceh,138.7333,138.7333,53.01,78,21,4.0,AU,1618862091
499,banda aceh,-20.2734,-20.2734,38.59,57,94,24.2,IS,1618862092
500,banda aceh,80.5353,80.5353,78.26,86,89,7.0,LK,1618862092
501,banda aceh,75.9828,75.9828,20.71,55,38,9.17,RU,1618862093
502,banda aceh,-70.75,-70.75,71.6,49,6,6.91,CL,1618862061
503,banda aceh,-89.6,-89.6,82.4,78,40,10.36,EC,1618862093
504,banda aceh,-0.4044,-0.4044,45.0,88,0,5.99,GB,1618862094
505,banda aceh,-58.6502,-58.6502,41.43,86,100,18.16,CA,1618862094
506,banda aceh,20.6473,20.6473,86.05,35,100,2.75,CF,1618862094
507,banda aceh,-119.6121,-119.6121,84.99,18,20,4.61,US,1618862095
508,banda aceh,-65.7167,-65.7167,68.05,22,87,9.33,BO,1618862095
509,banda aceh,1.4078,1.4078,91.83,9,3,12.57,ML,1618862095
510,banda aceh,25.678,25.678,88.61,28,98,3.91,SS,1618862096
511,banda aceh,22.4617,22.4617,57.2,88,90,19.57,ZA,1618862096
512,banda aceh,-54.1333,-54.1333,78.62,39,1,4.7,AR,1618862097
513,banda aceh,-10.9667,-10.9667,98.19,17,86,3.53,ML,1618862102
514,banda aceh,92.1703,92.1703,11.88,87,76,9.95,RU,1618862103
515,banda aceh,46.4667,46.4667,72.19,57,85,4.74,YE,1618862103
516,banda aceh,60.6848,60.6848,86.0,17,0,5.03,IR,1618862104
517,banda aceh,142.9671,142.9671,30.09,98,100,8.93,RU,1618862104
518,banda aceh,-65.1333,-65.1333,81.95,79,7,0.43,BO,1618862105
519,banda aceh,12.9164,12.9164,90.46,7,0,8.1,NE,1618862105
520,banda aceh,-79.1469,-79.1469,68.0,83,20,12.66,PE,1618862105
521,banda aceh,-115.95,-115.95,73.78,36,0,14.14,MX,1618862106
522,banda aceh,52.5225,52.5225,62.47,70,99,4.56,IR,1618862106
523,banda aceh,58.5334,58.5334,77.02,21,47,3.24,OM,1618862107
524,banda aceh,-17.0347,-17.0347,68.0,77,0,21.85,MR,1618861979
525,banda aceh,149.7833,149.7833,41.0,87,35,1.14,AU,1618862107
526,banda aceh,30.9111,30.9111,67.87,77,100,3.8,UG,1618862108
527,banda aceh,60.3094,60.3094,30.6,97,100,20.74,RU,1618862108
528,banda aceh,97.9685,97.9685,74.35,70,4,0.92,TH,1618861846
529,banda aceh,-75.966,-75.966,60.8,41,100,9.22,CA,1618862086
530,banda aceh,108.3492,108.3492,26.44,88,93,14.79,RU,1618862109
531,banda aceh,-13.8627,-13.8627,69.8,73,20,18.41,ES,1618862109
532,banda aceh,74.7833,74.7833,84.67,19,67,9.31,IN,1618861824
533,banda aceh,-61.6979,-61.6979,84.2,61,75,16.11,GP,1618862110
534,banda aceh,-54.3333,-54.3333,67.17,74,0,10.25,UY,1618862110
535,banda aceh,16.139,16.139,64.15,44,41,21.61,LY,1618862110
536,banda aceh,-9.0603,-9.0603,59.0,62,99,3.51,ES,1618862111
537,banda aceh,-34.9075,-34.9075,82.4,74,75,8.05,BR,1618862000
538,banda aceh,-58.7368,-58.7368,79.0,55,1,11.01,AR,1618862111
539,banda aceh,-71.4916,-71.4916,93.85,32,97,7.36,VE,1618862112
540,banda aceh,49.0333,49.0333,68.77,93,79,1.39,MG,1618861985
541,banda aceh,36.3451,36.3451,51.04,69,100,2.33,UA,1618862112
542,banda aceh,-59.3353,-59.3353,84.11,65,32,1.66,BR,1618862113
543,banda aceh,111.9767,111.9767,48.67,33,46,7.52,CN,1618862113
544,banda aceh,141.9667,141.9667,54.52,84,35,12.82,AU,1618862114
545,banda aceh,-118.0467,-118.0467,87.01,41,1,9.22,US,1618861919
546,banda aceh,5.7064,5.7064,48.2,61,0,2.3,FR,1618862114
547,banda aceh,50.8122,50.8122,82.11,77,100,10.04,SO,1618862114
548,banda aceh,-53.8069,-53.8069,78.8,47,20,10.36,BR,1618861900
549,banda aceh,87.2039,87.2039,65.57,53,30,5.46,NP,1618862115
550,banda aceh,-88.0,-88.0,89.6,55,75,8.05,HN,1618862115
551,banda aceh,171.2,171.2,50.14,87,96,4.97,NZ,1618862116
552,banda aceh,37.1841,37.1841,79.84,32,100,7.29,SY,1618862116
553,banda aceh,-76.0088,-76.0088,86.0,62,20,3.44,PE,1618862117
554,banda aceh,-56.0967,-56.0967,89.6,48,40,2.3,BR,1618862117
555,banda aceh,14.4283,14.4283,74.17,29,0,11.81,LY,1618862117
556,banda aceh,73.0,73.0,83.25,67,19,3.85,MV,1618862118
557,banda aceh,-64.2615,-64.2615,89.64,35,52,11.9,AR,1618861888
558,banda aceh,-103.6833,-103.6833,86.0,16,20,8.68,MX,1618862118
559,banda aceh,-114.9819,-114.9819,84.99,4,1,4.61,US,1618861913
560,banda aceh,-117.7357,-117.7357,66.2,16,1,13.8,US,1618862119
561,banda aceh,-123.1698,-123.1698,44.6,42,1,1.1,CA,1618862119
